TRA_ID,ATA_TEXTO
2315,hagame un favor el papa de mi hijo le tiene encerrado al hijo en la casa y no le quiere mandar conmigo yo soy la que tiene la custodia y el niño esta llorando. alla no sale nada. antisana y sarahurco ha de ser. sarahurco. sarahurco si perdon no no yo no vivo por aqui ya algun punto de referencia. sobre cual de las dos calles sobre la antisana o sobre la sarahurco. ya un un tucson blanco si un tucson blanco por favor. nadia carpio. muchas gracias espero
2316,nada nada nada. oiga bububu hagase un favor ya le esto llamando cuantas veces que aquí se mete un man en la casa a robar y no hay nadie aquí. es aqui en la via gualaceo cuenca sector via caguazhun. via caguazhun si aquí de las macanas hay un cabaña de 2 pisos no sea malo ñaño no sabemos que hacer el señor esta aquí con un cuchillo no sea malo. si ahorita le sacamos no sea malo pero pucha ya paso por aquí el patrullero y no para. mueva pero no sea malito ps si ya llamamos 4 veces
2317,si muy buenos días oiga aquí por acá enla calle en la luz de americas acaban de robarle a un hombre. en la pista más debajo de la viren del cisne en un ciber. calle jose peralta. biblian. el señor se llama eh como se llama el señor don julio cardenas. ya ok
2318,buenas señor me acaban de robar la computadora y mis cosas no se que hacer ayúdeme por favor. estoy en la iglesia del cenaculo. si. dos. no tengo idea. si le vi le vi a los dos. ya. con un saco blanco. no vio tal vez en que linea de bus se subieron. no se preocupe coordinamos su emergencia estamos para servirle. le escucho le escucho. no estoy en el bus. me engañaron y se llevaron mis cosas. estoy en la iglesia del cenaculo. si. espereme un momento como se si puedo recuperar mis cosas. pero con quien hablo para saber. pero y luego como se donde puedo recuperar mis cosas. en cuanto tiempo viene la policía. si 80 11. pero por favor ayúdeme
2319,hagame un favor una ambulancia acá a la barrio union el progreso. tengo a mi papa super grave esta bien mal y queremos llevarle. tiene cirrosis. 61. tiene alguna molestia que le duele. ya ayúdeme con la dirección exacta. esto en donde a que canton pertenece aquí en cuenca. el progreso de paccha. el otro es la union. union en progreso se llama. ya es en el centro algun punto de referencia. ya en le centro del barrio. ayúdeme con su nombre. como no le escucho. repitame por favor solo el un nombre y el un apellido. ya coordinamos su emergencia estamos para servirle
2320,bueno días le llamo de la avenida pichincha y lorenzo piedra. se choco un tucson con una moto. el señor de la moto seguramente. susana carrera. gracias
2322,buenos dias señor hagame un favor aqui yo tengo desde las tres de la mañana con un carro aqui en gualaceo que por favor me venga ahi esta con el carro en la calle y no hay como dormir. un color rojo. aqui en la en el parque manuel cruz orellana. luis cordero y antonio vera. fausto molina. hagame el favor por que tres de la mañana no se puede dormir y la caro deja derepente en la media calle ahora esta en el parque. ya
2323,si alo buenos dias disculpe me podria pasar con el operador militar. si. perdon. salimos un oficial 3 voluntarios de hacer un control hidrocarburifeco en el sector de giron. subtenientevillacias arques. buenos dia
2324,si mi señor buenos dias estaba llamandole aqui de la yanaurco y los andes en plena esquina de la yanaurco y los andes en plena esquina venden licor oiga a estas horas de la mañana vendiendo licor y algo mas aqui eso no esta bueno tal vez alguna policia que se pueda ver y el señor tiene una ventanilla bien pequeñita y hay unos señores que estan comprando estan tomados y estan comprando zhumir eso no esta bueno mi señor su nombre. ya oscar losa pero quizas mande algun alguien. okey gracias a usted
2325,buenos dias no es ninguna emergencia es para dar un patrullaje tenga la bondad. si. el estado la josefina control de minas. subteniente moreno josue. por favor. ya usted le va a decir a el. ya listo hasta luego
2326,si buenas tardes por favor buenos dias un patruyero para aca por favor al redondel del carbon en la feria libre. tengo un problema aca con un señor que nos debe y a los 6 meses se aparece y esta aqui el carro por favor quisiera que manden un patrullero para poder explicar al oficial. perdon. ya
2327,una ambulancia por favor aca al valle los cipreces me manda a la principal. lo que pasa que una hija de los expulsarios no se esta muy mal. lo que pasa que tiene demasiado dolor de estomago no puede ni siquiera levantarse. mujer. 52 mas o menos. 52. no no no sabemos que le paso por favor ayudeme. eh carlos zumba. carlos zumba. es la principal a santa ana tiene que saltar la laguna del sol ya. tiene que pasar tiene que pasar la laguna del sol y es mas adelante por favor yo les estoy esperando. gracias gracias
2328,buenas noches tenga la bondad tenemos aqui un problema de un señor que esta eh pegandole a la esposa aqui en la lopez de vega y isabela catolica. frente con frente al edificio lope de vega. mi nombre es cristian davila. por favor por que le estan sacando el aire a la pobre señora
2329,buenas aqui en la parada de ochoa leon esta aqui una moto parada le estamos diciendo que por favor tenga la bondad de ponerse en la calle y no quiere. aqui en ochoa entrada a tik ham. de bus si en la tienda. esta bien mariado ese ese joven. si. veronica bermeo. si. ya
2330,auxilio por favor. mi marido me esta pegando por dios. en la esquina del parque venga rapido. en el parque aurelio guayas pero ya. en la esquina justo en la casa de la esquina por dios. parque aurelio guayas. si necesito la la el nombre de las calles no sabe
2331,alo. buenas tenga la bondad mi esposo no se puede mover de la cama y estoy aqui tratando de llevarle al hospital pero no puede caminar esta con vomito y diarrea. tiene 28 años. no no se que le habra pasado. si y le duelen bastante las articulaciones. atras de la capilla del hospital. si. del hospital. de aqui de azogues. no. ya ayudeme con su nombre. su nombre. jessica barzallo. coordinamos su emergencia estamos para servirle
2332,buenas noches hagame un favor yo le estoy llamando del barrio de las puertas del sol nosotros tenemos aquí una un señor guaria que dice que ya ha comunicado desde hace dos horas ha llamado ya a la base ha decir que vengan porque hay un señor que esta intentado robar aquí en el barrio y no llega la policía no se porque no han llegado estamos llamado del barrio cashapata que queda por el estadio de la liga. si es en la miguel cordero y rafael fajardo justo en la caseta del guardia esta en la esquina donde está la construccion de la universidad. si. esta dice que a el le da miedo. porque ya ha dado digamos el tambien unos unos pitos y todo pero que el hombre ya se va por aquí por alla y sigue con las llaves maestras por varias casas. eh no dice que el ya se ha comunicado ya con el jefe de ellos y que ya han llamado como 3 veces al 911 dice pero que no vienen. perdón. monica alvarado. ya gracias
2333,si bueno buenas noche mi jefe hagame un favor grande queremos que manden un patrullero aquí al parque urano entrando por la francisco estrella y la mera miguel delgado mi jefe esta llenando los carros aquí todas las semanas tenemos los mismo problemas. están llenando aqui unos jovenes. si aquí. están tomando. no sea malo mi jefe. francisco estrella y la miguel delgado parque urano zona 3. mande. luz alvarez. es la francisco estrella carrion y miguel delgado. le coordino la emergencia estamos para servirle
2334,buenas noches joven hagame un favor estoy llamando de la cristobal colon y felipe leon lo que pasa es que al frente de mi casa esta una señorita tendida en el suelo pero esta con un joven no se si estara borracha o o le pasaria algo no se no podria mandar algun policía algo que nos de viendo. es sobre la cristobal colon. em es justo en plena esquina antes de llegar al al al parque. si si si justo en plena esquina a una cuadra mas o menos. de la loja haber seria loja y cristobal colon en plena esquina. perdon. no no novera la calle donde esta la señorita que le digo es en la cristobal colon pero la transversal es la cre felipe leon que entra al parque la primavera. maria eugenia brito. gracias
2335,eh buenas tardes señor hagame un favor estoy con mi con mi bisabuelita que tiene 94 años. y esta bien decaida esta en tiene una enfermedad ya muy avanzada donde no hay como hacer nada y ahorita esta debil decaida entonces quería ver si es que. ella tiene diabetes presion arterial alta eh tiene un tumor gastrico y un tuvo un tumor tuvo un cancer un grano en la piel. mande. vera yo vivo en el barrio las peñas entrando por la barrial blanco. es la alberto ordoñez crespo. y es una sola calle larga la del barrio no hay calles transversales. vera es en la alberto ordoñez crespo y julio jaramillo de esa interseccion empieza una sola larga y el barrio mide como. y con cual se una la alberto ordoñez crespo con obispo polis lazo arsenia pauta barrial blanco carlota jaramillo. no es la carlota jaramillo. julio jaramillo me dice ah. es carlota jaramillo ya en esa interseccion hay que seguir la alberto ordoñez crespo. si yo vivo de esa interseccion a unas dos cuadritas. no siguiendo la alberto ordoñez crespo entrando por el barrio las peñas. si. no pero usted esta yendose por la barrial blanco tienen que ser por la alberto ordoñez crespo. nono es la alberto ordoñez crespo es la que entra al barrio las peñas o sino debe estar en el mapa como la calle de la compañia alguna cosa. si hay una tienda que se llama doña natita es un letreo grande y una tienda pequeñita y dice dona natita y antes y justo al frente de mi casa hay unas escalinatas pero esas escalinatas no tiene nombre. si entrando al barrio las peñas por la barrial blanco. edwin tapia. usted va a estar llamandome y voy a estar afuera esperando la ambulancia. ya muy amable gracias
2336,alo. alo con la policia. alo alo. alo con la policia. si hagame un favor vera lo que pasa es que aqui hay un señor que esta intentando robarse un vehiculo esta justo en la avenida 12 de octubre y don bosco. perdon. casi en la esquina deben ver por las camaras me imagino. 12 de octubre en plena 12 de octubre. esta con una chompa verde y un pantalon jean. el jean es azul y la chompa es medio verde verde olivo masomenos. yo mery garzon. ya
2337,jefe buenos dias para reportar el robo de un vehiculo en el radio del vehiculo y demas documentos en. parque matil de azogues. es posterior al colegio roberto rodas hay un evento ahorita de la escuela manuel muñoz entonces ahi se van robando ahorita el radio del carro forsejeando las puertas. perdon. fredy avila entonces para que avise a la policia para que se de una vuelta por que hay todavia carros que estan ahi. hasta luego gracias
2338,si buenos dias disculpe con quien hablo. de donde se encuentra usted. tengo aqui en el mercado de gualaceo en el mercado santiago un robo de todos mis papeles del carro de adentro se me han llevado un canasto de comida todo y quiero denunciar que se han llevado mi cedula mi licencia mi matricula todo. donde venden la hierba en el mercado santiago aca arriba de gualaceo arriba mercado santiago conocen toditos el mercado santiago. jorge marin. ya ya no sea malo en seguida
2339,buenos dias hace ratito llame por un tema de un automovil no se si era usted que me contesto. estamos justo en el descanso yo le decia al señor que un carro un kia rojo nos impacto y bueno le estamos siguiendo pero ya nos paso y casi causa un grave accidente asi que queriamos ver si es posible que le haga parar la policia o algo. llame hace unos cinco minutos pero ahorita ya esta justo en el descanso igual el tambien ya esta bien adelante pero ya nos golpeo y queremos alcanzarle pero ya no podemos por que esta incluso yendo super rapido asi. estuvo justo mas alla en la josefina ahorita ya estamos en el descanso pero igual el tambien ya esta pasando el descanso. en el descanso. entonces queria ver si hay la posibilidad de que no se si por ahi estan haciendo un control los policias para. ahoritas estamos justo en el descanso el esta tambien justo en el redondel del descanso. es con direccion a cuenca. y nosotros tambien con direccion a cuenca. mariatza masache. si es tbb 3790. yaa
2340,alo buenas noches hagame un favor una ambulancia. un accidente de un chico en una moto estas bien como se llaman estas calles. fren frente al colegio militar en la panamericana norte o en ricaurte. fre sobre la panamericana norte o arriba en ricaurte. frente al colegio militar es el barrio el ejecutivo. ya ayudeme con su nombre. coordinamos su emergencia estamos para servirle
2341,por favor buenos dias necesito una unidad aqui al al como se llama esto a la feria a la parte de atras por donde venden las frutas patria nueva a la patria nueva por favor. el señor lo que pasa es que un señor viene a estarme insultando y y yo le respondo y viene a agrederme viene a meterme dos puñetes y yo cargada a mi hija y aqui esta la gente que puede confirmarle que paso asi las cosas. aqui a lado de la clinica humanitaria. no se yo no soy de aqui es a lado de la clinica humanitaria por la subida. si si justo a lado de la clinica humanitaria primera puerta que hay para ingresar a la feria. que lo que pasa es que estoy pasando llendome a mi puesto y viene y dice ve como carga a la guagua y le digo deja de ser metido y que chucha dices dice yo pense que me venia a molestar y me coge y me mete dos puñetes por que le respondo. stefania galan. galan. si. ya por favor no sea malito
2342,buenas noches sabe que un señor esta esta mariado creo y esta pidiendo auxilio parece que le duele el estomago ya esta aqui como unos 15 minutos esta aqui en la presidente cordova y vargas machuca antes de llegar a al parque victor j cuesta. esta tendido aqui ya como una media hora que estamos esperando un carro. esta pidiendo auxilio realmente no me acerco por que me da hasta un poco de reselo pero estoy esperando un taxi ya esta mas de media hora ahi gritando que le ayuden que le duele creo el estomago pero nadie le entiende. fabricio sanchez. si por que esta aqui ya media hora esta ahi gritando ah ah ah si le oye parece que esta con dolor estomacal. ya listo si ya
2343,si buenas noches no se si usted me pueda ayudar mire yo estoy llamando del sector de la lorenzo piedra y ezequiel marques. lo que pasa es que aquí tenemos un condomino y justo un condomino de lado hay unos muchachos que hacen todas las noches fiestas y es una guerra ahora yo tengo un familiar que tiene problemas nerviosos no pude dormir ninguna noche oiga yo nisiquie. perdón. están eh pero tienen las puertas abiertas del domicilio y entonces como es un condomino cierran el porton de afuera pero están en la callecita de ellos particular pero es una griteria que no se pude imaginar. están en la calle del condominio no es el domicilio de ellos. no se como se llama el condominio pero esta justo antes de llegar a la avenida pichincha en la lorenzo piedra. si. antes de la pichicha es en la lorenzo piedra. ana guillen. no se si pueda a lo menos decir que por lo menos están dentro del domicilio y no griten tanto porque. ya muchas gracias. hasta luego
2344,señor de nuevo le estoy llamando del barrio ejecutivo vuelta me están molestando en la puerta. ahorita se fue la policía y vuelta me están timbrando. los gemelos mismo. los de la cuadra que viven. ah me vinieron amenazar que me van hacer daño a mi y a mi hijo y que quiere que baje afuera a conversar con ellos. mi nombre. mirian escandon. en la subida el patrullero estaba denantitos por aquí no sea malo de nuevo mandele porque. gracias
2345,buenas noches señor llame hace como cuarto de hora por un tema de un karaoke que esta funcionando fuera de horario. y veo que los patrulleros pasan por frente de la calle y no hacen nada. si es el downtown esta con las luces apagadas pero los patrulleros pasan por el carril del frente y no hacen nada. rafael ugalde. listo ya le coordino nuevamente la emergencia mi señor
2346,eh señor buenas tardes este aquí en la via de azogues deleg vera vera en un punto que se llama la villa más acá cerca de llegar acá a deleg mas acasito hay un carro que choco contra un poste de luz y el señor está bien borracho y no puede salir de ahi. yo estoy aquí mirando en mi casa porque estaba mirando la television y se fue la luz entonces me pare a ver porque sono durisimo y el carro esta acá al frente nomas ahi y ahi está la gente esta montonada y no se si hay heridos pero la gente dice que esta borracho y ha estado manejando el carro porque ya tiene como unos cinco minutos que no sale del carro ahi. si esta en el vehiculo adentro y ahi está la gente amontonada porque sono durisimo. es un carro tipo montero 4 por 4 parece color plomo. de la villa esta aca a unos ni un minuto 2 nomas esta cerquita ahi. es vera a cojitambo la villa de la villa un poquito nomas acá esta como quien va a deleg. mi nombre es armando reinoso. bueno señor esperemos que vengan no
2347,hola buenas tardes porfavor estoy llamando desde la comunidad de llamacon de acá de paute acabo de ver un accidente de un carro suzuki rojo con una moto el señor de la moto esta con los tendones expuestos oiga si le pueden venir a ver. es en llamacon de paute para arriba. llamacon llamacon. de paute 20 minutos mas arriba. es justo en la capilla es justo en la capilla. mi nombre yo soy el doctor iban brito pauta. listo muchas gracias señor
2348,buenas tardes. oiga disculpe eh me puede comunicar con una doctora. me duele mucho la barriga. me dijeron que tenia gastritis cronica. 17 años. eh dice que es de mucho trago. pero ya hace a ver el 3 de noviembre. si ahora ya el 3 de enero voy a cumplir 2 meses pero con el tratamiento estoy desde el 1 de diciembre creo. en la buena esperanza. no. de llacao. de una iglesia para acá arribita. de revision de carros un poco mas arriba. con david esteban. robles. si yaya gracias
2349,buenas tardes tenga la bondad mi nombre es fabian merchan le llamo desde la ciudad de cuenca. en la altura del puente la calera la salida sur el control de baños hay un hombre que esta tirado en la vereda pero medio cuerpo esta sobre la via no se si pueden enviar a alguien no se si sera alcoholico. es en plena salida usted pasa el intercambiador nuevo que hicieron esta justo a unos pocos metros antes de la calera para la salida sur de cuenca sector el control de baños en la salida sur pero. fabian merchan. muchas gracias
2350,si buenas noches solamente queria hacer una denuncia aqui. en la miguel de cervantes y cristobal colon toda la tarde pasan libando en la via publica. son 4 personas. si si de cuenca de cuenca le estoy llamando. a media cuadra entre la miguel de cervantes y cristobal colon toda la tarde. sobre la miguel de cervantes. fernando alvarez. muchas gracias muy amable
2351,si buenas noches aqui tratando de informarle a ver si nos ayuda por aca por el barrio juan vasquez primero de mayo por la escuela las cervantes lo que pasa es que hay unos unos par de señores libando en la calle y estan haciendo problema. juan vasquez y primero de mayo. en la troncal. por la escuela por la escuela. estan siquiera unas cuatro personas y estan a full volumen ya la gente esta cansada. si estan aqui haciendo escandalo. mande. esta casi a unas tres cuadras a una escuela que se llama escuela miguel de cervantes las calles. este freddy. mejia. ya okey entonces esperamos por aqui
2352,buenas noches oiga hagame un favor aqui en el porchancay barrio el estadio estan unos tipos haciendo bulla en la calle pueden ayudar decir que venga un patrullero a que despeje la via. estan bebiendo estan haciendo bulla. si en cochancai. siquiera han de estar unos 15 20 personas ahi. joel. henry joel. andrade. ok gracias
2353,alo si. alo buenas noches oiga por favor lo que pasa que tenemos una niña perdida aca en la comuni que pertenece al canton deleg en la comunidad de vayandel. hace unas dos horas mas o menos y le estan buscando una hora y media le han visto que una señora le baja amar cargada por el lado del cementario. como esta vestida la chica preguntale a la daniela pregunten a la dani ya ya le digo. a ya dice que de una chompa cafe de unos zapatos morados y con un pantalon jean con un pantalon jean rosado una chompa cafe y unos zapatos rosados morados. morados si. se llama camila pañora. si. año tres meses. eh se llama vayandel pertenece al canton deleg. aja de la provincia del cañar. eh mas o menos pur gulaquin por el barrio. si san jose de vayandel si. si. ligia calle. ya muchas gracias
2354,si buenas noches por favor no se si pudiera ayudar con una ambulancia para aca arriba. para xavier duran. damian duran damian duran via a sinicay. el tiene mucho dolor de la de la barriga ya no se aguanta. mi espeso esta que mueva. eh justo m salimos avanzamos a la calle no tenemos en que ir nada estamos de la victoria mas abajito. 45. eh via a sinincay no sea malito estamos del cruce eh del carmen mas abajo justo ya casi cerca de llegar a sinicay puente daniel duran. eh nancy garzon. ya ahorita llego eh
2355,alo buenas noches ya ya llama llama. por favor manden unos agentes aqui han botado el muro y vienen a pegar a mis hijos y a mi papa. es aca en nero por favor ayudeme. si por favor en lucacia por favor ayudeme. si si si subiendo a nero por favor ayudeme. blanca ayura. señora paula ayora. elucacia. si como se dice. mi señor que no le estoy oyendo. por favor ayudeme ya mismo le dejan pegando a mis hijos
2356,hagame un favor lo que pasa es que esta incendiandose un carro aqui en la calle turuhaico y jose canelos llamo al 911 no tengo resultados no se si me puede mandar a los bomberos o alguien que suspenda el trafico por que estan incendiandose un carro en la esquina. si estoy a una media cuadra señor. eh fabian pacurucu. porque parece que ya ha llegado un carro de la de transito. pero de bomberos nada. ya mi señor gracias
2357,bueno días hagame un favor necesito que me ayuden mi nombre es galo naranjo hay un grupo de personas que están casi toda la noche y no no se han retirado están bebiendo y están con problemas creo no se no se si me pueden ayudar por favor. es en la calle federico chopin y beethoven está detras de la unidad en toda la unidad de equitacion de la policía frente a la cancha de futbol de la unidad de equitacion de la policía. si en la via publica. galo naranjo ingeniero galo naranjo. por favor ayúdenme. gracias
2358,tenga la bondad aquí en la en la rafael maria arizaga y vargas machuca hay 4 personas de dudosa procedencia que están tomando están alevosos por favor. osea con ropa normal están pantalon lee. o sea están libando ahi. si. si es en plena esquina exacto. están todo lo que es están andado toda la media cuadra y todo. hasta luego
2359,a lo muy buenas. como esta eh le saluda javier salinas estamos por acá por los totems alo. eh lo que pasa es que necesitamos que nos ayude rastreando un un numero telefonico por que le acaban de sustraer el telefono a una niña. si de transito estamos aquí por los totems. no le entiendo. pero nos puede ayudar. aquí en los totems aquí en el redondel. javier salinas. ya. alo. mande. ya es el 09. a ver el 098696. 80 a ver 09 que  0986966910. no sea malo. si estamos de turno. ya gracias
2360,eh buenas tardes hagame un favor le estoy llamando del banco del austro de la agencia arenal me puede enviar por favor una patrulla para que le haga resguardo a una señora. si. carolina chica. ya
2361,si buenas tardes. eh puede mandar una ambulancia a san gerardo que un muchacho se ha caido bueno esta medio tomado se ha caido y esta gomitando ahi parece que va a morir. ahi de un pequeño bordecito se ha caido. de unos 17 18 años ah de ser. mande. si si veo que esta sangrando esta gomitando esta botando solo espuma. dice que es de uzhupud nadie le conoce dice que es de uzhupud. ah aquí en san gerardo. en el centro ahi en la capilla es de un pase del niño. mande. es no no es acá de certag para arriba. si de certag. mande. si es un hombre. ahh marta lucero. ya
